MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
10/12/2021,CO,5.26,94.74,65.99,29.29,13.63,1.95,10/12/2021,10/18/2021,1
10/5/2021,CO,10.34,89.66,54.1,26.59,12.97,1.95,10/5/2021,10/11/2021,1
9/28/2021,CO,12.72,87.28,46.42,26.3,15.05,3.91,9/28/2021,10/4/2021,1
9/21/2021,CO,16.92,83.08,40.94,24.58,15.05,3.91,9/21/2021,9/27/2021,1
9/14/2021,CO,34.6,65.4,37.06,24.48,15.05,3.91,9/14/2021,9/20/2021,1
9/7/2021,CO,47.43,52.57,36.47,24.48,15.05,3.91,9/7/2021,9/13/2021,1
8/31/2021,CO,49.43,50.57,36.47,24.44,15.05,3.91,8/31/2021,9/6/2021,1
8/24/2021,CO,49.27,50.73,36.61,24.44,15.05,3.91,8/24/2021,8/30/2021,1
8/17/2021,CO,48.62,51.38,37.23,28.04,20.37,6.38,8/17/2021,8/23/2021,1
8/10/2021,CO,53.18,46.82,34.43,28.04,20.37,6.38,8/10/2021,8/16/2021,1
8/3/2021,CO,56.64,43.36,34.52,29.61,20.96,6.38,8/3/2021,8/9/2021,1
7/27/2021,CO,56.19,43.81,38.16,32.98,26.82,15.43,7/27/2021,8/2/2021,1
7/20/2021,CO,54.43,45.57,41.02,36.23,28.15,18.32,7/20/2021,7/26/2021,1
7/13/2021,CO,54.44,45.56,40.99,36.23,29.94,18.32,7/13/2021,7/19/2021,1
7/6/2021,CO,54.48,45.52,41.51,36.37,29.95,17.52,7/6/2021,7/12/2021,1
6/29/2021,CO,54.48,45.52,41.62,36.37,29.95,17.52,6/29/2021,7/5/2021,1
6/22/2021,CO,54.41,45.59,41.62,36.37,30.35,17.73,6/22/2021,6/28/2021,1
6/15/2021,CO,54.98,45.02,41.42,35.54,29.86,17.53,6/15/2021,6/21/2021,1
6/8/2021,CO,54.98,45.02,41.42,35.54,29.15,17.53,6/8/2021,6/14/2021,1
6/1/2021,CO,51.1,48.9,43.36,35.53,29.15,16.39,6/1/2021,6/7/2021,1
5/25/2021,CO,33.83,66.17,46.22,35.53,29.15,16.39,5/25/2021,5/31/2021,1
5/18/2021,CO,23.3,76.7,51.8,39.29,28.96,16.39,5/18/2021,5/24/2021,1
5/11/2021,CO,13.05,86.95,75.19,43.27,29.45,16.39,5/11/2021,5/17/2021,1
5/4/2021,CO,7.84,92.16,79.86,51.85,31.01,16.39,5/4/2021,5/10/2021,1
4/27/2021,CO,1.19,98.81,89.13,60.45,32.13,16.68,4/27/2021,5/3/2021,1
4/20/2021,CO,1.19,98.81,89.13,60.45,32.13,14.65,4/20/2021,4/26/2021,1
4/13/2021,CO,0,100,92.31,61.69,32.13,14.65,4/13/2021,4/19/2021,1
4/6/2021,CO,0,100,92.31,61.69,32.13,14.65,4/6/2021,4/12/2021,1
3/30/2021,CO,0,100,92.31,61.69,32.13,14.65,3/30/2021,4/5/2021,1
3/23/2021,CO,0,100,92.62,62.13,32.13,15.1,3/23/2021,3/29/2021,1
3/16/2021,CO,0,100,95.76,71.47,38.64,15.1,3/16/2021,3/22/2021,1
3/9/2021,CO,0,100,98.57,88.76,56.64,15.89,3/9/2021,3/15/2021,1
3/2/2021,CO,0,100,98.57,88.76,56.66,15.89,3/2/2021,3/8/2021,1
2/23/2021,CO,0,100,98.57,88.76,56.93,15.89,2/23/2021,3/1/2021,1
2/16/2021,CO,0,100,100,90.24,58.91,17.78,2/16/2021,2/22/2021,1
2/9/2021,CO,0,100,100,90.24,70.11,24.79,2/9/2021,2/15/2021,1
2/2/2021,CO,0,100,100,90.24,70.73,24.79,2/2/2021,2/8/2021,1
1/26/2021,CO,0,100,100,90.65,73.11,24.91,1/26/2021,2/1/2021,1
1/19/2021,CO,0,100,100,91.06,73.63,27.59,1/19/2021,1/25/2021,1
1/12/2021,CO,0,100,100,91.03,73.63,27.59,1/12/2021,1/18/2021,1
1/5/2021,CO,0,100,100,93.73,76.17,27.6,1/5/2021,1/11/2021,1
12/29/2020,CO,0,100,100,93.73,76.17,27.6,12/29/2020,1/4/2021,1
12/22/2020,CO,0,100,100,93.73,76.17,27.6,12/22/2020,12/28/2020,1
12/15/2020,CO,0,100,100,93.73,76.17,27.6,12/15/2020,12/21/2020,1
12/8/2020,CO,0,100,100,93.71,76.17,27.6,12/8/2020,12/14/2020,1
12/1/2020,CO,0,100,100,93.71,74.68,26.71,12/1/2020,12/7/2020,1
11/24/2020,CO,0,100,100,93.71,74.63,27.22,11/24/2020,11/30/2020,1
11/17/2020,CO,0,100,100,93.71,74.08,27.22,11/17/2020,11/23/2020,1
11/10/2020,CO,0,100,100,93.71,74.08,24.64,11/10/2020,11/16/2020,1
11/3/2020,CO,0,100,100,93.71,74.08,24.39,11/3/2020,11/9/2020,1
10/27/2020,CO,0,100,100,97.26,75.91,21.82,10/27/2020,11/2/2020,1
10/20/2020,CO,0,100,100,97.26,77.72,21.82,10/20/2020,10/26/2020,1
10/13/2020,CO,0,100,100,97.23,59.23,16.72,10/13/2020,10/19/2020,1
10/6/2020,CO,0,100,99.3,90.39,59.23,16.72,10/6/2020,10/12/2020,1
9/29/2020,CO,0,100,99.29,89.35,52.88,2.64,9/29/2020,10/5/2020,1
9/22/2020,CO,0,100,98.61,87.77,50.1,0.38,9/22/2020,9/28/2020,1
9/15/2020,CO,0,100,98.6,88.89,50.1,0.38,9/15/2020,9/21/2020,1
9/8/2020,CO,0,100,98.83,92.27,54.82,0.38,9/8/2020,9/14/2020,1
9/1/2020,CO,0,100,98.8,91.55,36.85,0.38,9/1/2020,9/7/2020,1
8/25/2020,CO,0,100,98.26,93.29,36.52,0.38,8/25/2020,8/31/2020,1
8/18/2020,CO,0,100,98.76,72.69,27.31,0,8/18/2020,8/24/2020,1
8/11/2020,CO,0,100,93.87,61.43,23.66,0,8/11/2020,8/17/2020,1
8/4/2020,CO,0,100,85.88,58.79,26.64,0,8/4/2020,8/10/2020,1
7/28/2020,CO,0.65,99.35,83.72,58.79,26.64,0,7/28/2020,8/3/2020,1
7/21/2020,CO,2.95,97.05,73.99,60.34,31.77,0,7/21/2020,7/27/2020,1
7/14/2020,CO,4.64,95.36,70.2,57.84,36.91,0,7/14/2020,7/20/2020,1
7/7/2020,CO,15.67,84.33,69.18,55.41,34.07,0,7/7/2020,7/13/2020,1
6/30/2020,CO,15.67,84.33,67.96,56.23,34.07,1.37,6/30/2020,7/6/2020,1
6/23/2020,CO,17.21,82.79,67.96,56.23,32.96,0,6/23/2020,6/29/2020,1
6/16/2020,CO,18.4,81.6,65.91,55.41,32.96,0,6/16/2020,6/22/2020,1
6/9/2020,CO,23.22,76.78,63.64,49.38,25.49,0,6/9/2020,6/15/2020,1
6/2/2020,CO,23.22,76.78,63.5,47.08,19.46,0,6/2/2020,6/8/2020,1
5/26/2020,CO,23.22,76.78,65.2,43.76,17.52,0,5/26/2020,6/1/2020,1
5/19/2020,CO,23.22,76.78,65.2,46.31,17.52,0,5/19/2020,5/25/2020,1
5/12/2020,CO,20.76,79.24,62.66,46.08,14.65,0,5/12/2020,5/18/2020,1
5/5/2020,CO,23.79,76.21,61.83,40.72,11.34,0,5/5/2020,5/11/2020,1
4/28/2020,CO,24.47,75.53,56.64,32.72,0,0,4/28/2020,5/4/2020,1
4/21/2020,CO,33.26,66.74,53.58,28.51,0,0,4/21/2020,4/27/2020,1
4/14/2020,CO,33.26,66.74,53.23,12.88,0,0,4/14/2020,4/20/2020,1
4/7/2020,CO,35.36,64.64,47.33,6.5,0,0,4/7/2020,4/13/2020,1
3/31/2020,CO,32.23,67.77,47.33,3.25,0,0,3/31/2020,4/6/2020,1
3/24/2020,CO,30.32,69.68,45.87,3.25,0,0,3/24/2020,3/30/2020,1
3/17/2020,CO,30.09,69.91,46.88,3.3,0,0,3/17/2020,3/23/2020,1
3/10/2020,CO,30.09,69.91,46.88,3.3,0,0,3/10/2020,3/16/2020,1
3/3/2020,CO,30.09,69.91,45.33,3.3,0,0,3/3/2020,3/9/2020,1
2/25/2020,CO,30.09,69.91,42.77,3.3,0,0,2/25/2020,3/2/2020,1
2/18/2020,CO,28.74,71.26,43.82,3.3,0,0,2/18/2020,2/24/2020,1
2/11/2020,CO,27.72,72.28,43.82,3.3,0,0,2/11/2020,2/17/2020,1
2/4/2020,CO,22.39,77.61,51.12,3.3,0,0,2/4/2020,2/10/2020,1
1/28/2020,CO,22.39,77.61,51.19,3.3,0,0,1/28/2020,2/3/2020,1
1/21/2020,CO,22.39,77.61,51.19,13.84,0,0,1/21/2020,1/27/2020,1
1/14/2020,CO,31.72,68.28,51.19,13.84,0,0,1/14/2020,1/20/2020,1
1/7/2020,CO,31.72,68.28,51.19,13.84,0,0,1/7/2020,1/13/2020,1
12/31/2019,CO,31.72,68.28,51.19,20.11,0,0,12/31/2019,1/6/2020,1
12/24/2019,CO,31.72,68.28,51.19,20.11,0,0,12/24/2019,12/30/2019,1
12/17/2019,CO,31.72,68.28,51.19,20.11,0,0,12/17/2019,12/23/2019,1
12/10/2019,CO,28.03,71.97,55.82,30.09,0,0,12/10/2019,12/16/2019,1
12/3/2019,CO,28.2,71.8,55.9,30.26,0,0,12/3/2019,12/9/2019,1
11/26/2019,CO,24.08,75.92,61.85,32.29,0,0,11/26/2019,12/2/2019,1
11/19/2019,CO,25.19,74.81,59.95,32.23,0,0,11/19/2019,11/25/2019,1
11/12/2019,CO,25.74,74.26,55.27,31.02,0,0,11/12/2019,11/18/2019,1
11/5/2019,CO,18.73,81.27,58.24,27.41,0,0,11/5/2019,11/11/2019,1
10/29/2019,CO,18.73,81.27,58.24,27.41,0,0,10/29/2019,11/4/2019,1
10/22/2019,CO,11.64,88.36,60.76,27.41,0,0,10/22/2019,10/28/2019,1
10/15/2019,CO,25.44,74.56,37.01,11.23,0,0,10/15/2019,10/21/2019,1
10/8/2019,CO,25.48,74.52,37.01,11.23,0,0,10/8/2019,10/14/2019,1
10/1/2019,CO,30.14,69.86,27.53,0,0,0,10/1/2019,10/7/2019,1
9/24/2019,CO,34.06,65.94,10.81,0,0,0,9/24/2019,9/30/2019,1
9/17/2019,CO,50.45,49.55,6.68,0,0,0,9/17/2019,9/23/2019,1
9/10/2019,CO,50.45,49.55,6.68,0,0,0,9/10/2019,9/16/2019,1
9/3/2019,CO,58.99,41.01,3.46,0,0,0,9/3/2019,9/9/2019,1
8/27/2019,CO,80.47,19.53,1.98,0,0,0,8/27/2019,9/2/2019,1
8/20/2019,CO,93.35,6.65,0,0,0,0,8/20/2019,8/26/2019,1
8/13/2019,CO,93.35,6.65,0,0,0,0,8/13/2019,8/19/2019,1
8/6/2019,CO,94.53,5.47,0,0,0,0,8/6/2019,8/12/2019,1
7/30/2019,CO,95.32,4.68,0,0,0,0,7/30/2019,8/5/2019,1
7/23/2019,CO,96.93,3.07,0,0,0,0,7/23/2019,7/29/2019,1
7/16/2019,CO,100,0,0,0,0,0,7/16/2019,7/22/2019,1
7/9/2019,CO,100,0,0,0,0,0,7/9/2019,7/15/2019,1
7/2/2019,CO,100,0,0,0,0,0,7/2/2019,7/8/2019,1
6/25/2019,CO,100,0,0,0,0,0,6/25/2019,7/1/2019,1
6/18/2019,CO,100,0,0,0,0,0,6/18/2019,6/24/2019,1
6/11/2019,CO,100,0,0,0,0,0,6/11/2019,6/17/2019,1
6/4/2019,CO,100,0,0,0,0,0,6/4/2019,6/10/2019,1
5/28/2019,CO,100,0,0,0,0,0,5/28/2019,6/3/2019,1
5/21/2019,CO,99.99,0.01,0,0,0,0,5/21/2019,5/27/2019,1
5/14/2019,CO,89.35,10.65,0.01,0,0,0,5/14/2019,5/20/2019,1
5/7/2019,CO,84.23,15.77,0.59,0,0,0,5/7/2019,5/13/2019,1
4/30/2019,CO,84.72,15.28,0.59,0,0,0,4/30/2019,5/6/2019,1
4/23/2019,CO,78.01,21.99,0.98,0,0,0,4/23/2019,4/29/2019,1
4/16/2019,CO,78.01,21.99,4.74,0,0,0,4/16/2019,4/22/2019,1
4/9/2019,CO,78.01,21.99,4.74,0,0,0,4/9/2019,4/15/2019,1
4/2/2019,CO,78.01,21.99,4.74,0,0,0,4/2/2019,4/8/2019,1
3/26/2019,CO,74.78,25.22,4.74,0,0,0,3/26/2019,4/1/2019,1
3/19/2019,CO,53.87,46.13,6.39,0.63,0,0,3/19/2019,3/25/2019,1
3/12/2019,CO,17,83,25.44,6.26,0.58,0,3/12/2019,3/18/2019,1
3/5/2019,CO,10.64,89.36,58.05,12.08,0.58,0,3/5/2019,3/11/2019,1
2/26/2019,CO,10.64,89.36,62.26,35.26,0.59,0,2/26/2019,3/4/2019,1
2/19/2019,CO,8.15,91.85,67.16,39.69,10.21,0.11,2/19/2019,2/25/2019,1
2/12/2019,CO,8.15,91.85,67.16,39.69,21.84,0.11,2/12/2019,2/18/2019,1
2/5/2019,CO,8.14,91.86,67.16,40.83,22.05,2.96,2/5/2019,2/11/2019,1
1/29/2019,CO,15.91,84.09,66.35,41.02,22.04,2.79,1/29/2019,2/4/2019,1
1/22/2019,CO,15.91,84.09,68.49,42.41,22.04,2.79,1/22/2019,1/28/2019,1
1/15/2019,CO,15.91,84.09,68.49,53,25.35,10.51,1/15/2019,1/21/2019,1
1/8/2019,CO,14.89,85.11,69.48,54.91,25.69,10.51,1/8/2019,1/14/2019,1
1/1/2019,CO,17.94,82.06,66.26,54.91,27.11,11.22,1/1/2019,1/7/2019,1
12/25/2018,CO,15.88,84.12,66.26,54.91,27.11,11.22,12/25/2018,12/31/2018,1
12/18/2018,CO,17.1,82.9,66.26,54.82,27.11,11.22,12/18/2018,12/24/2018,1
12/11/2018,CO,17.1,82.9,66.26,54.82,27.11,11.22,12/11/2018,12/17/2018,1
12/4/2018,CO,17.1,82.9,66.26,54.82,27.11,11.22,12/4/2018,12/10/2018,1
11/27/2018,CO,17.1,82.9,66.26,54.82,33.46,13.35,11/27/2018,12/3/2018,1
11/20/2018,CO,17.1,82.9,66.26,54.82,34.13,13.35,11/20/2018,11/26/2018,1
11/13/2018,CO,16.64,83.36,66.26,54.82,34.13,13.35,11/13/2018,11/19/2018,1
11/6/2018,CO,16.64,83.36,66.8,54.82,35.19,13.37,11/6/2018,11/12/2018,1
10/30/2018,CO,16.64,83.36,66.8,57.07,37.48,13.64,10/30/2018,11/5/2018,1
10/23/2018,CO,16.64,83.36,67.83,59.23,39.09,13.64,10/23/2018,10/29/2018,1
10/16/2018,CO,16.64,83.36,67.83,59.23,39.09,13.64,10/16/2018,10/22/2018,1
10/9/2018,CO,16.64,83.36,70.27,59.71,41.26,13.64,10/9/2018,10/15/2018,1
10/2/2018,CO,14.19,85.81,72.3,64.41,48.47,16.21,10/2/2018,10/8/2018,1
9/25/2018,CO,14.19,85.81,72.3,64.41,48.47,16.21,9/25/2018,10/1/2018,1
9/18/2018,CO,16.89,83.11,71.59,63.93,44.29,12.62,9/18/2018,9/24/2018,1
9/11/2018,CO,19.99,80.01,71.39,63.93,44.29,9.72,9/11/2018,9/17/2018,1
9/4/2018,CO,19.99,80.01,71.39,63.93,44.3,9.72,9/4/2018,9/10/2018,1
8/28/2018,CO,18.57,81.43,72.8,64.63,44.3,8.5,8/28/2018,9/3/2018,1
8/21/2018,CO,18.57,81.43,74.46,65.88,45.46,8.5,8/21/2018,8/27/2018,1
8/14/2018,CO,18.63,81.37,75.86,65.91,45.46,8.5,8/14/2018,8/20/2018,1
8/7/2018,CO,18.2,81.8,75.86,64.65,35.1,8.5,8/7/2018,8/13/2018,1
7/31/2018,CO,17.95,82.05,76.56,66.29,43.53,10.17,7/31/2018,8/6/2018,1
7/24/2018,CO,17.85,82.15,76.64,60.82,39.72,10.2,7/24/2018,7/30/2018,1
7/17/2018,CO,17.5,82.5,76.96,60.62,40.08,13.32,7/17/2018,7/23/2018,1
7/10/2018,CO,17.5,82.5,77.11,60.62,40.08,13.32,7/10/2018,7/16/2018,1
7/3/2018,CO,20.46,79.54,67.3,52.31,36.46,8.81,7/3/2018,7/9/2018,1
6/26/2018,CO,21.33,78.67,66.9,52.31,36.46,8.81,6/26/2018,7/2/2018,1
6/19/2018,CO,21.33,78.67,66.9,50.67,34.19,7.79,6/19/2018,6/25/2018,1
6/12/2018,CO,20.33,79.67,67.52,51.18,35.21,7.79,6/12/2018,6/18/2018,1
6/5/2018,CO,24.69,75.31,63.91,50.8,35.13,7.79,6/5/2018,6/11/2018,1
5/29/2018,CO,24.68,75.32,63.92,50.55,33.67,7.79,5/29/2018,6/4/2018,1
5/22/2018,CO,21.4,78.6,65.1,50.77,33.67,7.79,5/22/2018,5/28/2018,1
5/15/2018,CO,20.49,79.51,65.53,51.14,30.89,7.79,5/15/2018,5/21/2018,1
5/8/2018,CO,18.02,81.98,67.98,51.57,30.89,7.4,5/8/2018,5/14/2018,1
5/1/2018,CO,18.47,81.53,67.98,53.65,30.89,5.02,5/1/2018,5/7/2018,1
4/24/2018,CO,18.47,81.53,67.98,53.65,30.89,3.87,4/24/2018,4/30/2018,1
4/17/2018,CO,15.74,84.26,69.17,53.65,24.42,3.87,4/17/2018,4/23/2018,1
4/10/2018,CO,12.38,87.62,69.43,53.65,24.31,0,4/10/2018,4/16/2018,1
4/3/2018,CO,9.65,90.35,73.67,51.56,23.63,0,4/3/2018,4/9/2018,1
3/27/2018,CO,9.65,90.35,73.5,48.55,20.61,0,3/27/2018,4/2/2018,1
3/20/2018,CO,9.65,90.35,74.31,50.29,19.99,0,3/20/2018,3/26/2018,1
3/13/2018,CO,10.16,89.84,70.75,47.44,13.44,0,3/13/2018,3/19/2018,1
3/6/2018,CO,10.16,89.84,70.89,45.8,9.28,0,3/6/2018,3/12/2018,1
2/27/2018,CO,10.16,89.84,70.89,33.51,7.62,0,2/27/2018,3/5/2018,1
2/20/2018,CO,8.59,91.41,71.18,33.51,7.62,0,2/20/2018,2/26/2018,1
2/13/2018,CO,8.59,91.41,71.18,33.51,0,0,2/13/2018,2/19/2018,1
2/6/2018,CO,0.59,99.41,71.9,31.82,0,0,2/6/2018,2/12/2018,1
1/30/2018,CO,0.59,99.41,75.9,29.21,0,0,1/30/2018,2/5/2018,1
1/23/2018,CO,0.59,99.41,75.9,29.21,0,0,1/23/2018,1/29/2018,1
1/16/2018,CO,0.59,99.41,75.9,23.23,0,0,1/16/2018,1/22/2018,1
1/9/2018,CO,0.59,99.41,75.9,22.02,0,0,1/9/2018,1/15/2018,1
1/2/2018,CO,6.57,93.43,33.53,7.27,0,0,1/2/2018,1/8/2018,1
12/26/2017,CO,7.17,92.83,27.88,0,0,0,12/26/2017,1/1/2018,1
12/19/2017,CO,7.17,92.83,27.13,0,0,0,12/19/2017,12/25/2017,1
12/12/2017,CO,11.25,88.75,16.09,0,0,0,12/12/2017,12/18/2017,1
12/5/2017,CO,66.96,33.04,15.99,0,0,0,12/5/2017,12/11/2017,1
11/28/2017,CO,67.07,32.93,13.24,0,0,0,11/28/2017,12/4/2017,1
11/21/2017,CO,71.23,28.77,9.82,0,0,0,11/21/2017,11/27/2017,1
11/14/2017,CO,71.26,28.74,1.22,0,0,0,11/14/2017,11/20/2017,1
11/7/2017,CO,71.26,28.74,1.22,0,0,0,11/7/2017,11/13/2017,1
10/31/2017,CO,71.37,28.63,1.22,0,0,0,10/31/2017,11/6/2017,1
10/24/2017,CO,71.57,28.43,1.12,0,0,0,10/24/2017,10/30/2017,1
10/17/2017,CO,71.71,28.29,1.12,0,0,0,10/17/2017,10/23/2017,1
10/10/2017,CO,78.81,21.19,1.12,0,0,0,10/10/2017,10/16/2017,1
10/3/2017,CO,70.54,29.46,3.7,0,0,0,10/3/2017,10/9/2017,1
9/26/2017,CO,67.63,32.37,3.72,0,0,0,9/26/2017,10/2/2017,1
9/19/2017,CO,64.79,35.21,3.72,0,0,0,9/19/2017,9/25/2017,1
9/12/2017,CO,64.81,35.19,3.72,0,0,0,9/12/2017,9/18/2017,1
9/5/2017,CO,67.49,32.51,3.72,0,0,0,9/5/2017,9/11/2017,1
8/29/2017,CO,81.29,18.71,0,0,0,0,8/29/2017,9/4/2017,1
8/22/2017,CO,83.96,16.04,0,0,0,0,8/22/2017,8/28/2017,1
8/15/2017,CO,85.18,14.82,0,0,0,0,8/15/2017,8/21/2017,1
8/8/2017,CO,82.69,17.31,0,0,0,0,8/8/2017,8/14/2017,1
8/1/2017,CO,79.02,20.98,0,0,0,0,8/1/2017,8/7/2017,1
7/25/2017,CO,60.05,39.95,0,0,0,0,7/25/2017,7/31/2017,1
7/18/2017,CO,64.47,35.53,0,0,0,0,7/18/2017,7/24/2017,1
7/11/2017,CO,66.84,33.16,0,0,0,0,7/11/2017,7/17/2017,1
7/4/2017,CO,85.58,14.42,0,0,0,0,7/4/2017,7/10/2017,1
6/27/2017,CO,93.82,6.18,0,0,0,0,6/27/2017,7/3/2017,1
6/20/2017,CO,94.11,5.89,0,0,0,0,6/20/2017,6/26/2017,1
6/13/2017,CO,93.84,6.16,0,0,0,0,6/13/2017,6/19/2017,1
6/6/2017,CO,93.84,6.16,0,0,0,0,6/6/2017,6/12/2017,1
5/30/2017,CO,94.3,5.7,0,0,0,0,5/30/2017,6/5/2017,1
5/23/2017,CO,94.3,5.7,0,0,0,0,5/23/2017,5/29/2017,1
5/16/2017,CO,81.26,18.74,0.41,0,0,0,5/16/2017,5/22/2017,1
5/9/2017,CO,87.62,12.38,2.19,0,0,0,5/9/2017,5/15/2017,1
5/2/2017,CO,83.52,16.48,3.57,0,0,0,5/2/2017,5/8/2017,1
4/25/2017,CO,64.25,35.75,8.73,0,0,0,4/25/2017,5/1/2017,1
4/18/2017,CO,46.01,53.99,11.88,0,0,0,4/18/2017,4/24/2017,1
4/11/2017,CO,51.89,48.11,19.46,0,0,0,4/11/2017,4/17/2017,1
4/4/2017,CO,51.89,48.11,21.88,3.03,0,0,4/4/2017,4/10/2017,1
3/28/2017,CO,49.49,50.51,23.25,3.22,0.2,0,3/28/2017,4/3/2017,1
3/21/2017,CO,48.05,51.95,41.82,5.14,0.2,0,3/21/2017,3/27/2017,1
3/14/2017,CO,48.05,51.95,41.82,4.43,0.2,0,3/14/2017,3/20/2017,1
3/7/2017,CO,48.04,51.96,37.11,1.98,0.2,0,3/7/2017,3/13/2017,1
2/28/2017,CO,48.04,51.96,36.92,1.64,0,0,2/28/2017,3/6/2017,1
2/21/2017,CO,48.05,51.95,36.92,1.64,0,0,2/21/2017,2/27/2017,1
2/14/2017,CO,46.88,53.12,36.92,0.75,0,0,2/14/2017,2/20/2017,1
2/7/2017,CO,47.49,52.51,35.34,0.75,0,0,2/7/2017,2/13/2017,1
1/31/2017,CO,47.49,52.51,35.34,0.75,0,0,1/31/2017,2/6/2017,1
1/24/2017,CO,44.27,55.73,35.34,0.75,0,0,1/24/2017,1/30/2017,1
1/17/2017,CO,44.17,55.83,35.34,0.75,0,0,1/17/2017,1/23/2017,1
1/10/2017,CO,44.17,55.83,35.34,2.28,0,0,1/10/2017,1/16/2017,1
1/3/2017,CO,31.88,68.12,37.21,2.88,0,0,1/3/2017,1/9/2017,1
12/27/2016,CO,31.88,68.12,37.21,2.88,0,0,12/27/2016,1/2/2017,1
12/20/2016,CO,1.66,98.34,38.38,2.88,0,0,12/20/2016,12/26/2016,1
12/13/2016,CO,1.66,98.34,38.38,2.88,0,0,12/13/2016,12/19/2016,1
12/6/2016,CO,1.6,98.4,38.29,2.77,0,0,12/6/2016,12/12/2016,1
11/29/2016,CO,1.6,98.4,35.23,2.15,0,0,11/29/2016,12/5/2016,1
11/22/2016,CO,1.6,98.4,35.21,2.15,0,0,11/22/2016,11/28/2016,1
11/15/2016,CO,1.6,98.4,35.21,2.15,0,0,11/15/2016,11/21/2016,1
11/8/2016,CO,1.6,98.4,30.84,0,0,0,11/8/2016,11/14/2016,1
11/1/2016,CO,8.9,91.1,24.31,0,0,0,11/1/2016,11/7/2016,1
10/25/2016,CO,35.46,64.54,5.83,0,0,0,10/25/2016,10/31/2016,1
10/18/2016,CO,51.91,48.09,3.53,0,0,0,10/18/2016,10/24/2016,1
10/11/2016,CO,75.77,24.23,2.45,0,0,0,10/11/2016,10/17/2016,1
10/4/2016,CO,75.77,24.23,2.45,0,0,0,10/4/2016,10/10/2016,1
9/27/2016,CO,70.49,29.51,2.45,0,0,0,9/27/2016,10/3/2016,1
9/20/2016,CO,71.75,28.25,1.79,0,0,0,9/20/2016,9/26/2016,1
9/13/2016,CO,71.75,28.25,1.79,0,0,0,9/13/2016,9/19/2016,1
9/6/2016,CO,77.4,22.6,1.09,0,0,0,9/6/2016,9/12/2016,1
8/30/2016,CO,77.4,22.6,1.09,0,0,0,8/30/2016,9/5/2016,1
8/23/2016,CO,65.98,34.02,1.47,0,0,0,8/23/2016,8/29/2016,1
8/16/2016,CO,71.05,28.95,1.47,0,0,0,8/16/2016,8/22/2016,1
8/9/2016,CO,73.34,26.66,0.38,0,0,0,8/9/2016,8/15/2016,1
8/2/2016,CO,80.95,19.05,0.38,0,0,0,8/2/2016,8/8/2016,1
7/26/2016,CO,80.95,19.05,0.38,0,0,0,7/26/2016,8/1/2016,1
7/19/2016,CO,81.13,18.87,0,0,0,0,7/19/2016,7/25/2016,1
7/12/2016,CO,92.96,7.04,0,0,0,0,7/12/2016,7/18/2016,1
7/5/2016,CO,94.76,5.24,0,0,0,0,7/5/2016,7/11/2016,1
