MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
6/28/2016,CO,94.76,5.24,0,0,0,0,6/28/2016,7/4/2016,1
6/21/2016,CO,94.76,5.24,0,0,0,0,6/21/2016,6/27/2016,1
6/14/2016,CO,96.17,3.83,0,0,0,0,6/14/2016,6/20/2016,1
6/7/2016,CO,96.17,3.83,0,0,0,0,6/7/2016,6/13/2016,1
5/31/2016,CO,96.17,3.83,0,0,0,0,5/31/2016,6/6/2016,1
5/24/2016,CO,96.17,3.83,0,0,0,0,5/24/2016,5/30/2016,1
5/17/2016,CO,95.22,4.78,0,0,0,0,5/17/2016,5/23/2016,1
5/10/2016,CO,95.22,4.78,0,0,0,0,5/10/2016,5/16/2016,1
5/3/2016,CO,93.05,6.95,0,0,0,0,5/3/2016,5/9/2016,1
4/26/2016,CO,74.64,25.36,2.09,0,0,0,4/26/2016,5/2/2016,1
4/19/2016,CO,74.62,25.38,2.09,0,0,0,4/19/2016,4/25/2016,1
4/12/2016,CO,70.41,29.59,7.75,0.35,0,0,4/12/2016,4/18/2016,1
4/5/2016,CO,71.01,28.99,7.36,0,0,0,4/5/2016,4/11/2016,1
3/29/2016,CO,68.55,31.45,4.39,0,0,0,3/29/2016,4/4/2016,1
3/22/2016,CO,68.75,31.25,2.95,0,0,0,3/22/2016,3/28/2016,1
3/15/2016,CO,72.25,27.75,0.03,0,0,0,3/15/2016,3/21/2016,1
3/8/2016,CO,85.58,14.42,0,0,0,0,3/8/2016,3/14/2016,1
3/1/2016,CO,91.03,8.97,0,0,0,0,3/1/2016,3/7/2016,1
2/23/2016,CO,92.65,7.35,0,0,0,0,2/23/2016,2/29/2016,1
2/16/2016,CO,92.65,7.35,0,0,0,0,2/16/2016,2/22/2016,1
2/9/2016,CO,92.65,7.35,0,0,0,0,2/9/2016,2/15/2016,1
2/2/2016,CO,89.95,10.05,0,0,0,0,2/2/2016,2/8/2016,1
1/26/2016,CO,90.01,9.99,0,0,0,0,1/26/2016,2/1/2016,1
1/19/2016,CO,90.01,9.99,0,0,0,0,1/19/2016,1/25/2016,1
1/12/2016,CO,89.98,10.02,0,0,0,0,1/12/2016,1/18/2016,1
1/5/2016,CO,90.02,9.98,0,0,0,0,1/5/2016,1/11/2016,1
12/29/2015,CO,90.02,9.98,0,0,0,0,12/29/2015,1/4/2016,1
12/22/2015,CO,88.11,11.89,0,0,0,0,12/22/2015,12/28/2015,1
12/15/2015,CO,88.11,11.89,0,0,0,0,12/15/2015,12/21/2015,1
12/8/2015,CO,84.47,15.53,0,0,0,0,12/8/2015,12/14/2015,1
12/1/2015,CO,84.47,15.53,0,0,0,0,12/1/2015,12/7/2015,1
11/24/2015,CO,82.89,17.11,0,0,0,0,11/24/2015,11/30/2015,1
11/17/2015,CO,82.15,17.85,0,0,0,0,11/17/2015,11/23/2015,1
11/10/2015,CO,79.91,20.09,0,0,0,0,11/10/2015,11/16/2015,1
11/3/2015,CO,71.27,28.73,0,0,0,0,11/3/2015,11/9/2015,1
10/27/2015,CO,68.15,31.85,0,0,0,0,10/27/2015,11/2/2015,1
10/20/2015,CO,53.54,46.46,0,0,0,0,10/20/2015,10/26/2015,1
10/13/2015,CO,65.61,34.39,0,0,0,0,10/13/2015,10/19/2015,1
10/6/2015,CO,71.49,28.51,0,0,0,0,10/6/2015,10/12/2015,1
9/29/2015,CO,71.49,28.51,0,0,0,0,9/29/2015,10/5/2015,1
9/22/2015,CO,74.43,25.57,0,0,0,0,9/22/2015,9/28/2015,1
9/15/2015,CO,89.49,10.51,0,0,0,0,9/15/2015,9/21/2015,1
9/8/2015,CO,89.55,10.45,0,0,0,0,9/8/2015,9/14/2015,1
9/1/2015,CO,97.01,2.99,0,0,0,0,9/1/2015,9/7/2015,1
8/25/2015,CO,97.96,2.04,0,0,0,0,8/25/2015,8/31/2015,1
8/18/2015,CO,97.96,2.04,0,0,0,0,8/18/2015,8/24/2015,1
8/11/2015,CO,97.96,2.04,0,0,0,0,8/11/2015,8/17/2015,1
8/4/2015,CO,97.95,2.05,0,0,0,0,8/4/2015,8/10/2015,1
7/28/2015,CO,97.95,2.05,0,0,0,0,7/28/2015,8/3/2015,1
7/21/2015,CO,97.96,2.04,0,0,0,0,7/21/2015,7/27/2015,1
7/14/2015,CO,97.96,2.04,0,0,0,0,7/14/2015,7/20/2015,1
7/7/2015,CO,74.22,25.78,0,0,0,0,7/7/2015,7/13/2015,1
6/30/2015,CO,74.22,25.78,0,0,0,0,6/30/2015,7/6/2015,1
6/23/2015,CO,74.22,25.78,0,0,0,0,6/23/2015,6/29/2015,1
6/16/2015,CO,74.22,25.78,0,0,0,0,6/16/2015,6/22/2015,1
6/9/2015,CO,60.25,39.75,2.81,0,0,0,6/9/2015,6/15/2015,1
6/2/2015,CO,60.25,39.75,16.73,0,0,0,6/2/2015,6/8/2015,1
5/26/2015,CO,58.23,41.77,16.96,0,0,0,5/26/2015,6/1/2015,1
5/19/2015,CO,43.28,56.72,39.64,6.46,0,0,5/19/2015,5/25/2015,1
5/12/2015,CO,42.49,57.51,49.14,20.25,0,0,5/12/2015,5/18/2015,1
5/5/2015,CO,42.17,57.83,50.5,31.78,0,0,5/5/2015,5/11/2015,1
4/28/2015,CO,41.76,58.24,50.86,35.92,0,0,4/28/2015,5/4/2015,1
4/21/2015,CO,40.41,59.59,51.32,39.06,0.05,0,4/21/2015,4/27/2015,1
4/14/2015,CO,25.49,74.51,51.74,39.75,0,0,4/14/2015,4/20/2015,1
4/7/2015,CO,25.49,74.51,51.74,39.75,0,0,4/7/2015,4/13/2015,1
3/31/2015,CO,32.22,67.78,51.74,39.75,0,0,3/31/2015,4/6/2015,1
3/24/2015,CO,32.22,67.78,51.62,21.71,0,0,3/24/2015,3/30/2015,1
3/17/2015,CO,36.34,63.66,51.51,12.2,0,0,3/17/2015,3/23/2015,1
3/10/2015,CO,36.97,63.03,51.51,12.2,0,0,3/10/2015,3/16/2015,1
3/3/2015,CO,36.97,63.03,51.46,12.2,0,0,3/3/2015,3/9/2015,1
2/24/2015,CO,36.97,63.03,51.46,12.2,0,0,2/24/2015,3/2/2015,1
2/17/2015,CO,36.97,63.03,51.46,12.2,0,0,2/17/2015,2/23/2015,1
2/10/2015,CO,36.97,63.03,21.43,12.2,0,0,2/10/2015,2/16/2015,1
2/3/2015,CO,36.97,63.03,21.43,12.26,0,0,2/3/2015,2/9/2015,1
1/27/2015,CO,51.98,48.02,21.43,12.26,0,0,1/27/2015,2/2/2015,1
1/20/2015,CO,69.87,30.13,21.43,12.26,0,0,1/20/2015,1/26/2015,1
1/13/2015,CO,69.87,30.13,21.26,12.26,0,0,1/13/2015,1/19/2015,1
1/6/2015,CO,69.87,30.13,21.26,12.26,0,0,1/6/2015,1/12/2015,1
12/30/2014,CO,69.87,30.13,21.26,12.26,0,0,12/30/2014,1/5/2015,1
12/23/2014,CO,69.87,30.13,21.26,12.26,0,0,12/23/2014,12/29/2014,1
12/16/2014,CO,69.87,30.13,21.26,12.26,0,0,12/16/2014,12/22/2014,1
12/9/2014,CO,69.87,30.13,21.26,12.26,0,0,12/9/2014,12/15/2014,1
12/2/2014,CO,69.87,30.13,21.26,12.26,0,0,12/2/2014,12/8/2014,1
11/25/2014,CO,69.87,30.13,21.26,12.26,0,0,11/25/2014,12/1/2014,1
11/18/2014,CO,70,30,21.26,12.26,0,0,11/18/2014,11/24/2014,1
11/11/2014,CO,70,30,21.26,12.26,0,0,11/11/2014,11/17/2014,1
11/4/2014,CO,69.92,30.08,21.28,12.26,0,0,11/4/2014,11/10/2014,1
10/28/2014,CO,69.94,30.06,21.28,12.26,0,0,10/28/2014,11/3/2014,1
10/21/2014,CO,69.97,30.03,21.28,12.26,0,0,10/21/2014,10/27/2014,1
10/14/2014,CO,69.97,30.03,21.28,12.26,0,0,10/14/2014,10/20/2014,1
10/7/2014,CO,69.29,30.71,22.01,13.82,2.28,0,10/7/2014,10/13/2014,1
9/30/2014,CO,68.96,31.04,22.94,13.82,2.31,0,9/30/2014,10/6/2014,1
9/23/2014,CO,66.51,33.49,24,14.11,2.33,0,9/23/2014,9/29/2014,1
9/16/2014,CO,63.98,36.02,25.12,15.56,2.67,0,9/16/2014,9/22/2014,1
9/9/2014,CO,63.14,36.86,25.25,15.58,2.67,0,9/9/2014,9/15/2014,1
9/2/2014,CO,63.14,36.86,25.35,15.58,2.67,0,9/2/2014,9/8/2014,1
8/26/2014,CO,60.21,39.79,26.31,15.58,2.67,0,8/26/2014,9/1/2014,1
8/19/2014,CO,59.9,40.1,26.79,15.58,2.67,0,8/19/2014,8/25/2014,1
8/12/2014,CO,59.9,40.1,26.95,15.58,2.67,0,8/12/2014,8/18/2014,1
8/5/2014,CO,59.92,40.08,26.96,15.52,2.67,0.52,8/5/2014,8/11/2014,1
7/29/2014,CO,59.92,40.08,27.03,15.55,3.18,0.92,7/29/2014,8/4/2014,1
7/22/2014,CO,59.92,40.08,26.66,15.55,3.74,0.92,7/22/2014,7/28/2014,1
7/15/2014,CO,58.79,41.21,28.08,16.67,5.43,0.92,7/15/2014,7/21/2014,1
7/8/2014,CO,54.12,45.88,29.88,17.3,7.99,1.22,7/8/2014,7/14/2014,1
7/1/2014,CO,54.12,45.88,25.85,17.3,9.32,1.89,7/1/2014,7/7/2014,1
6/24/2014,CO,50.84,49.16,26.49,17.3,9.32,1.89,6/24/2014,6/30/2014,1
6/17/2014,CO,50.84,49.16,26.49,17.3,9.31,1.89,6/17/2014,6/23/2014,1
6/10/2014,CO,50.86,49.14,25.38,16.56,9.33,1.89,6/10/2014,6/16/2014,1
6/3/2014,CO,50.27,49.73,30.04,18.85,12.49,1.89,6/3/2014,6/9/2014,1
5/27/2014,CO,44.71,55.29,30.04,18.86,12.49,1.93,5/27/2014,6/2/2014,1
5/20/2014,CO,44.71,55.29,32.79,18.86,12.49,1.93,5/20/2014,5/26/2014,1
5/13/2014,CO,44.71,55.29,32.79,18.86,12.49,1.91,5/13/2014,5/19/2014,1
5/6/2014,CO,36.4,63.6,31.93,18.85,8.38,1.89,5/6/2014,5/12/2014,1
4/29/2014,CO,36.4,63.6,29.64,18.77,8.38,1.89,4/29/2014,5/5/2014,1
4/22/2014,CO,39.35,60.65,24.09,16.14,7.38,1.89,4/22/2014,4/28/2014,1
4/15/2014,CO,38.49,61.51,24.29,16.14,6.87,1.47,4/15/2014,4/21/2014,1
4/8/2014,CO,38.38,61.62,23.4,15.06,6.9,1.47,4/8/2014,4/14/2014,1
4/1/2014,CO,38.38,61.62,23.4,14.93,6.9,1.47,4/1/2014,4/7/2014,1
3/25/2014,CO,38.38,61.62,22.62,14.93,5.66,1.47,3/25/2014,3/31/2014,1
3/18/2014,CO,38.9,61.1,21.62,13.69,5.58,1.47,3/18/2014,3/24/2014,1
3/11/2014,CO,38.9,61.1,21.36,13.54,4.23,1.47,3/11/2014,3/17/2014,1
3/4/2014,CO,27.67,72.33,22.33,13.54,4.23,1.47,3/4/2014,3/10/2014,1
2/25/2014,CO,27.32,72.68,22.41,13.51,4.06,1.47,2/25/2014,3/3/2014,1
2/18/2014,CO,25.06,74.94,22.62,13.82,4.06,1.47,2/18/2014,2/24/2014,1
2/11/2014,CO,25.06,74.94,22.62,13.82,4.06,1.47,2/11/2014,2/17/2014,1
2/4/2014,CO,25.06,74.94,22.62,13.82,4.06,1.47,2/4/2014,2/10/2014,1
1/28/2014,CO,25.06,74.94,22.62,13.82,4.06,1.47,1/28/2014,2/3/2014,1
1/21/2014,CO,31.96,68.04,22.52,13.56,4.01,1.47,1/21/2014,1/27/2014,1
1/14/2014,CO,31.96,68.04,22.52,13.56,4.01,1.47,1/14/2014,1/20/2014,1
1/7/2014,CO,32.04,67.96,22.33,13.56,4.01,1.47,1/7/2014,1/13/2014,1
12/31/2013,CO,32.04,67.96,22.33,13.56,4.01,1.47,12/31/2013,1/6/2014,1
12/24/2013,CO,32.04,67.96,22.33,13.56,4.66,1.47,12/24/2013,12/30/2013,1
12/17/2013,CO,32.04,67.96,20.95,12.5,4.01,1.47,12/17/2013,12/23/2013,1
12/10/2013,CO,32.04,67.96,20.95,12.02,4.01,1.47,12/10/2013,12/16/2013,1
12/3/2013,CO,32.04,67.96,20.95,12.01,4.01,1.47,12/3/2013,12/9/2013,1
11/26/2013,CO,32.04,67.96,20.95,12.01,4.01,1.47,11/26/2013,12/2/2013,1
11/19/2013,CO,26.04,73.96,21.01,12.01,4.01,1.47,11/19/2013,11/25/2013,1
11/12/2013,CO,26.04,73.96,21.01,12.01,4.01,1.47,11/12/2013,11/18/2013,1
11/5/2013,CO,26.04,73.96,21.04,12.01,4.01,1.47,11/5/2013,11/11/2013,1
10/29/2013,CO,24.82,75.18,26.62,12.01,4.01,1.47,10/29/2013,11/4/2013,1
10/22/2013,CO,24.82,75.18,26.62,12.01,4.01,1.47,10/22/2013,10/28/2013,1
10/15/2013,CO,24.72,75.28,33.43,12.01,4.01,1.47,10/15/2013,10/21/2013,1
10/8/2013,CO,24.89,75.11,38.35,12.01,4.01,1.47,10/8/2013,10/14/2013,1
10/1/2013,CO,24.91,75.09,37.88,12.01,4.01,1.47,10/1/2013,10/7/2013,1
9/24/2013,CO,19.96,80.04,40.26,15.75,4.01,1.47,9/24/2013,9/30/2013,1
9/17/2013,CO,15.79,84.21,64.59,16.99,4.01,1.47,9/17/2013,9/23/2013,1
9/10/2013,CO,1.97,98.03,93.08,58.3,18.65,3.01,9/10/2013,9/16/2013,1
9/3/2013,CO,1.91,98.09,93.75,59.65,21.67,3.01,9/3/2013,9/9/2013,1
8/27/2013,CO,1.91,98.09,93.81,59.65,22.17,2.48,8/27/2013,9/2/2013,1
8/20/2013,CO,1.53,98.47,93.81,61.74,25.07,2.9,8/20/2013,8/26/2013,1
8/13/2013,CO,1.53,98.47,93.82,68.72,26.33,3.04,8/13/2013,8/19/2013,1
8/6/2013,CO,0,100,93.43,71.62,27.18,8.18,8/6/2013,8/12/2013,1
7/30/2013,CO,0,100,95.26,81.43,31.51,15.32,7/30/2013,8/5/2013,1
7/23/2013,CO,0,100,95.49,83.12,31.17,16.72,7/23/2013,7/29/2013,1
7/16/2013,CO,0,100,98.12,83.12,33.91,16.72,7/16/2013,7/22/2013,1
7/9/2013,CO,0,100,100,83.12,39.2,17.54,7/9/2013,7/15/2013,1
7/2/2013,CO,0,100,100,83.12,39.2,17.54,7/2/2013,7/8/2013,1
6/25/2013,CO,0,100,100,79.46,39.21,17.54,6/25/2013,7/1/2013,1
6/18/2013,CO,0,100,100,75.28,35.5,17.54,6/18/2013,6/24/2013,1
6/11/2013,CO,0,100,93.18,72.19,26.51,15.91,6/11/2013,6/17/2013,1
6/4/2013,CO,0,100,93.18,72.32,26.51,15.84,6/4/2013,6/10/2013,1
5/28/2013,CO,0,100,93.18,71.71,23.85,15.84,5/28/2013,6/3/2013,1
5/21/2013,CO,0,100,93.18,71.71,23.84,15.84,5/21/2013,5/27/2013,1
5/14/2013,CO,0,100,93.18,71.71,24.53,15.84,5/14/2013,5/20/2013,1
5/7/2013,CO,0,100,95.49,75.99,26.97,17.93,5/7/2013,5/13/2013,1
4/30/2013,CO,0,100,100,78.08,26.98,17.51,4/30/2013,5/6/2013,1
4/23/2013,CO,0,100,100,78.08,32.19,16.24,4/23/2013,4/29/2013,1
4/16/2013,CO,0,100,100,84.78,38.37,13.63,4/16/2013,4/22/2013,1
4/9/2013,CO,0,100,100,88.97,45.92,13.63,4/9/2013,4/15/2013,1
4/2/2013,CO,0,100,100,88.97,45.98,13.83,4/2/2013,4/8/2013,1
3/26/2013,CO,0,100,100,88.97,45.98,13.83,3/26/2013,4/1/2013,1
3/19/2013,CO,0,100,100,88.97,48.06,21.22,3/19/2013,3/25/2013,1
3/12/2013,CO,0,100,100,88.97,48.06,21.22,3/12/2013,3/18/2013,1
3/5/2013,CO,0,100,100,88.99,48.04,21.22,3/5/2013,3/11/2013,1
2/26/2013,CO,0,100,100,91.3,51.14,24.92,2/26/2013,3/4/2013,1
2/19/2013,CO,0,100,100,91.3,51.14,24.92,2/19/2013,2/25/2013,1
2/12/2013,CO,0,100,100,91.3,50.99,24.92,2/12/2013,2/18/2013,1
2/5/2013,CO,0,100,100,100,54.29,24.92,2/5/2013,2/11/2013,1
1/29/2013,CO,0,100,100,100,58.58,13.5,1/29/2013,2/4/2013,1
1/22/2013,CO,0,100,100,100,58.64,13.5,1/22/2013,1/28/2013,1
1/15/2013,CO,0,100,100,100,58.64,13.5,1/15/2013,1/21/2013,1
1/8/2013,CO,0,100,100,95.06,53.47,13.48,1/8/2013,1/14/2013,1
1/1/2013,CO,0,100,100,95.06,53.47,13.48,1/1/2013,1/7/2013,1
12/25/2012,CO,0,100,100,95.06,53.47,13.48,12/25/2012,12/31/2012,1
12/18/2012,CO,0,100,100,95.06,53.47,13.48,12/18/2012,12/24/2012,1
12/11/2012,CO,0,100,100,95.06,53.43,13.48,12/11/2012,12/17/2012,1
12/4/2012,CO,0,100,100,95.06,53.43,13.48,12/4/2012,12/10/2012,1
11/27/2012,CO,0,100,100,93.27,51.05,12.56,11/27/2012,12/3/2012,1
11/20/2012,CO,0,100,100,91.52,48.56,12.56,11/20/2012,11/26/2012,1
11/13/2012,CO,0,100,100,91.52,48.56,12.5,11/13/2012,11/19/2012,1
11/6/2012,CO,0,100,100,91.33,48.56,13.69,11/6/2012,11/12/2012,1
10/30/2012,CO,0,100,100,91.33,51.05,14.01,10/30/2012,11/5/2012,1
10/23/2012,CO,0,100,100,91.36,51.05,14.01,10/23/2012,10/29/2012,1
10/16/2012,CO,0,100,100,91.36,51.05,14.01,10/16/2012,10/22/2012,1
10/9/2012,CO,0,100,100,91.93,53.07,14.02,10/9/2012,10/15/2012,1
10/2/2012,CO,0,100,100,97.91,55.48,16.4,10/2/2012,10/8/2012,1
9/25/2012,CO,0,100,100,100,61.75,16.89,9/25/2012,10/1/2012,1
9/18/2012,CO,0,100,100,100,61.75,16.89,9/18/2012,9/24/2012,1
9/11/2012,CO,0,100,100,100,61.95,16.13,9/11/2012,9/17/2012,1
9/4/2012,CO,0,100,100,100,64.08,13.76,9/4/2012,9/10/2012,1
8/28/2012,CO,0,100,100,99.96,67.31,12.3,8/28/2012,9/3/2012,1
8/21/2012,CO,0,100,100,99.96,68.38,9.64,8/21/2012,8/27/2012,1
8/14/2012,CO,0,100,100,99.96,68.37,9.19,8/14/2012,8/20/2012,1
8/7/2012,CO,0,100,100,99.96,65.46,5.67,8/7/2012,8/13/2012,1
7/31/2012,CO,0,100,100,99.7,65.35,3.27,7/31/2012,8/6/2012,1
7/24/2012,CO,0,100,100,99.7,73.67,2.82,7/24/2012,7/30/2012,1
7/17/2012,CO,0,100,100,100,70.46,1.77,7/17/2012,7/23/2012,1
7/10/2012,CO,0,100,100,99.98,70.46,5.52,7/10/2012,7/16/2012,1
7/3/2012,CO,0,100,100,100,70.69,5.52,7/3/2012,7/9/2012,1
6/26/2012,CO,0,100,100,97.72,45.83,0,6/26/2012,7/2/2012,1
6/19/2012,CO,0,100,97.71,60.96,26.63,0,6/19/2012,6/25/2012,1
6/12/2012,CO,0,100,90.92,43.07,20.24,0,6/12/2012,6/18/2012,1
6/5/2012,CO,0,100,75.98,35.29,11.02,0,6/5/2012,6/11/2012,1
5/29/2012,CO,0,100,75.98,34.43,9.89,0,5/29/2012,6/4/2012,1
5/22/2012,CO,4.44,95.56,68.59,29.6,7.27,0,5/22/2012,5/28/2012,1
5/15/2012,CO,5.15,94.85,64.57,28.49,0,0,5/15/2012,5/21/2012,1
5/8/2012,CO,5.13,94.87,61.81,29.4,0,0,5/8/2012,5/14/2012,1
5/1/2012,CO,5.17,94.83,61.66,29.4,0,0,5/1/2012,5/7/2012,1
4/24/2012,CO,5.17,94.83,61.82,26,0,0,4/24/2012,4/30/2012,1
4/17/2012,CO,5.17,94.83,59.85,25.93,0,0,4/17/2012,4/23/2012,1
4/10/2012,CO,5.17,94.83,55.94,17.09,0,0,4/10/2012,4/16/2012,1
4/3/2012,CO,0,100,55.48,18.5,0.15,0,4/3/2012,4/9/2012,1
3/27/2012,CO,2.25,97.75,50.97,9.26,0.15,0,3/27/2012,4/2/2012,1
3/20/2012,CO,28.97,71.03,42.6,8.37,0.21,0,3/20/2012,3/26/2012,1
3/13/2012,CO,28.97,71.03,42.6,8.3,0.21,0,3/13/2012,3/19/2012,1
3/6/2012,CO,29.81,70.19,41.22,8.41,0.21,0,3/6/2012,3/12/2012,1
2/28/2012,CO,30.48,69.52,40.94,8.41,0.21,0,2/28/2012,3/5/2012,1
2/21/2012,CO,30.48,69.52,41.16,10.67,0.21,0,2/21/2012,2/27/2012,1
2/14/2012,CO,30.48,69.52,41.07,10.67,0.21,0,2/14/2012,2/20/2012,1
2/7/2012,CO,30.48,69.52,41.07,10.6,0.21,0,2/7/2012,2/13/2012,1
1/31/2012,CO,29.16,70.84,41.13,10.6,0.2,0,1/31/2012,2/6/2012,1
1/24/2012,CO,29.16,70.84,41.13,10.6,0.2,0,1/24/2012,1/30/2012,1
1/17/2012,CO,39.42,60.58,24.98,10.6,0.2,0,1/17/2012,1/23/2012,1
1/10/2012,CO,58.24,41.76,24.98,10.6,0.04,0,1/10/2012,1/16/2012,1
1/3/2012,CO,65.37,34.63,24.98,10.6,0.04,0,1/3/2012,1/9/2012,1
12/27/2011,CO,67.79,32.21,24.98,14.94,0.04,0,12/27/2011,1/2/2012,1
12/20/2011,CO,67.79,32.21,24.98,14.94,0.04,0,12/20/2011,12/26/2011,1
12/13/2011,CO,67.79,32.21,24.98,14.94,1.33,0.16,12/13/2011,12/19/2011,1
12/6/2011,CO,66.7,33.3,25.71,17.3,1.33,0.16,12/6/2011,12/12/2011,1
11/29/2011,CO,65.96,34.04,26.04,17.43,1.65,0.39,11/29/2011,12/5/2011,1
11/22/2011,CO,65.67,34.33,26.27,17.48,1.85,0.63,11/22/2011,11/28/2011,1
11/15/2011,CO,65.67,34.33,26.27,17.48,1.85,0.63,11/15/2011,11/21/2011,1
11/8/2011,CO,65.98,34.02,26.18,17.44,1.85,0.59,11/8/2011,11/14/2011,1
11/1/2011,CO,64.45,35.55,27.52,19.88,3.11,0.57,11/1/2011,11/7/2011,1
10/25/2011,CO,64.3,35.7,27.41,19.99,6.46,0.57,10/25/2011,10/31/2011,1
10/18/2011,CO,64.3,35.7,27.41,19.99,6.46,0.57,10/18/2011,10/24/2011,1
10/11/2011,CO,62.59,37.41,27.42,19.99,6.46,0.57,10/11/2011,10/17/2011,1
10/4/2011,CO,60.65,39.35,27.69,19.99,7.89,0.57,10/4/2011,10/10/2011,1
9/27/2011,CO,60.62,39.38,27.69,19.99,7.88,0.56,9/27/2011,10/3/2011,1
9/20/2011,CO,60.62,39.38,27.69,19.99,7.88,0.56,9/20/2011,9/26/2011,1
9/13/2011,CO,47.15,52.85,29.54,22.93,8.63,0.56,9/13/2011,9/19/2011,1
9/6/2011,CO,51,49,29.1,22.93,8.7,1.51,9/6/2011,9/12/2011,1
8/30/2011,CO,50.45,49.55,29.07,23.16,8.7,1.51,8/30/2011,9/5/2011,1
8/23/2011,CO,56.44,43.56,28.66,23.06,11.94,1.19,8/23/2011,8/29/2011,1
8/16/2011,CO,61.06,38.94,30.11,24.84,18.43,1.23,8/16/2011,8/22/2011,1
8/9/2011,CO,61.06,38.94,30.11,24.84,18.37,1.45,8/9/2011,8/15/2011,1
8/2/2011,CO,57.9,42.1,31.98,26.31,18.74,2.17,8/2/2011,8/8/2011,1
7/26/2011,CO,55.8,44.2,32.29,26.55,18.53,2.17,7/26/2011,8/1/2011,1
7/19/2011,CO,55.8,44.2,32.29,27.21,17.81,2.23,7/19/2011,7/25/2011,1
7/12/2011,CO,54.57,45.43,32.64,27.21,16.88,2.22,7/12/2011,7/18/2011,1
7/5/2011,CO,49.31,50.69,34.84,29.02,16.64,1.57,7/5/2011,7/11/2011,1
6/28/2011,CO,49.91,50.09,34.36,28.89,16.64,0.91,6/28/2011,7/4/2011,1
6/21/2011,CO,59.62,40.38,31.54,25.86,11.95,0.91,6/21/2011,6/27/2011,1
6/14/2011,CO,58.84,41.16,31.89,26.5,13.01,0.91,6/14/2011,6/20/2011,1
6/7/2011,CO,59.67,40.33,31.89,25.19,9.62,0.91,6/7/2011,6/13/2011,1
5/31/2011,CO,59.67,40.33,31.89,25.19,7.78,0.91,5/31/2011,6/6/2011,1
5/24/2011,CO,52.49,47.51,36.32,26.22,7.55,0.88,5/24/2011,5/30/2011,1
5/17/2011,CO,42.6,57.4,45.12,31.1,7.53,0.34,5/17/2011,5/23/2011,1
5/10/2011,CO,39.59,60.41,52.58,40.72,3.25,0,5/10/2011,5/16/2011,1
5/3/2011,CO,39.57,60.43,52.55,40.72,3.24,0,5/3/2011,5/9/2011,1
4/26/2011,CO,39.57,60.43,52.55,40.61,3.03,0,4/26/2011,5/2/2011,1
4/19/2011,CO,39.57,60.43,54.13,42.86,1.12,0,4/19/2011,4/25/2011,1
4/12/2011,CO,39.57,60.43,54.13,40.88,0,0,4/12/2011,4/18/2011,1
4/5/2011,CO,40.11,59.89,54.2,41.58,0,0,4/5/2011,4/11/2011,1
3/29/2011,CO,40.99,59.01,53.08,39.67,0,0,3/29/2011,4/4/2011,1
3/22/2011,CO,40.99,59.01,52.02,39.6,0,0,3/22/2011,3/28/2011,1
